Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
176743,1.77,20.20,1003.04,40.05,85.33,Safe
178761,1.77,20.20,1003.04,39.90,85.36,Safe
180779,1.77,20.21,1003.04,39.76,85.32,Safe
182797,1.66,20.21,1003.04,39.69,85.32,Safe
184815,1.66,20.21,1003.04,39.71,85.34,Safe
186833,1.66,20.21,1003.05,39.70,85.30,Safe
188851,1.66,20.21,1003.05,39.69,85.29,Safe
190880,1.66,20.21,1003.05,39.68,85.29,Safe
192900,1.66,20.21,1003.05,39.68,85.26,Safe
194920,1.66,20.21,1003.05,39.67,85.23,Safe
196940,1.66,20.21,1003.06,39.67,85.18,Safe
198960,1.66,20.21,1003.06,39.65,85.17,Safe
200980,1.66,20.21,1003.07,39.62,85.14,Safe
203000,1.66,20.21,1003.07,39.62,85.12,Safe
205020,1.66,20.21,1003.07,39.62,85.12,Safe
207040,1.66,20.21,1003.07,39.62,85.12,Safe
209060,1.66,20.21,1003.07,39.58,85.09,Safe
211080,1.66,20.21,1003.07,39.58,85.10,Safe
213100,1.66,20.21,1003.06,39.53,85.15,Safe
215122,1.66,20.21,1003.06,39.52,85.15,Safe
217142,1.66,20.21,1003.07,39.53,85.09,Safe
219162,1.66,20.20,1003.07,39.52,85.10,Safe
221182,1.66,20.20,1003.07,39.53,85.09,Safe
223202,1.66,20.20,1003.07,39.56,85.09,Safe
225222,1.66,20.20,1003.08,39.60,85.03,Safe
227242,1.66,20.20,1003.08,39.62,85.01,Safe
229262,1.66,20.20,1003.09,39.63,84.97,Safe
231282,1.66,20.20,1003.09,39.64,84.90,Safe
233302,1.66,20.20,1003.10,39.63,84.88,Safe
235322,1.66,20.20,1003.10,39.65,84.89,Safe
237344,1.66,20.19,1003.10,39.65,84.87,Safe
239364,1.66,20.19,1003.10,39.63,84.86,Safe
241384,1.66,20.19,1003.10,39.65,84.85,Safe
243404,1.66,20.19,1003.10,39.66,84.88,Safe
245424,1.66,20.19,1003.09,39.70,84.90,Safe
247444,1.66,20.19,1003.09,39.74,84.94,Safe
249464,1.66,20.19,1003.08,39.74,84.99,Safe
251484,1.66,20.19,1003.09,39.76,84.97,Safe
253504,1.66,20.19,1003.08,39.72,84.98,Safe
255524,1.66,20.19,1003.08,39.74,85.03,Safe
257544,1.66,20.19,1003.08,39.72,85.00,Safe
259564,1.66,20.19,1003.09,39.72,84.95,Safe
261603,1.66,20.18,1003.09,39.72,84.90,Safe
263623,1.66,20.18,1003.10,39.72,84.85,Safe
265643,1.66,20.18,1003.10,39.74,84.81,Safe
267663,1.66,20.18,1003.11,39.77,84.77,Safe
269683,1.66,20.18,1003.11,39.81,84.76,Safe
271703,1.66,20.18,1003.11,39.80,84.73,Safe
273723,1.66,20.18,1003.12,39.84,84.68,Safe
275743,1.66,20.18,1003.12,39.81,84.69,Safe
277763,1.66,20.18,1003.11,39.75,84.75,Safe
279783,1.66,20.18,1003.11,39.77,84.76,Safe
281803,1.66,20.18,1003.11,39.75,84.80,Safe
283825,1.66,20.18,1003.10,39.76,84.82,Safe
285845,1.66,20.18,1003.10,39.78,84.83,Safe
287865,1.66,20.18,1003.10,39.78,84.83,Safe
289885,1.66,20.18,1003.10,39.80,84.85,Safe
291905,1.66,20.18,1003.10,39.81,84.86,Safe
293925,1.66,20.18,1003.10,39.81,84.87,Safe
295945,1.66,20.18,1003.10,39.80,84.84,Safe
297965,1.66,20.18,1003.10,39.82,84.84,Safe
299985,1.66,20.19,1003.11,39.81,84.80,Safe
302005,1.66,20.19,1003.11,39.80,84.79,Safe
304025,1.66,20.19,1003.11,39.81,84.80,Safe
306045,1.66,20.19,1003.11,39.79,84.80,Safe
308067,1.66,20.19,1003.10,39.77,84.83,Safe
310087,1.66,20.19,1003.10,39.76,84.83,Safe
312107,1.66,20.19,1003.10,39.76,84.87,Safe
314127,1.66,20.19,1003.10,39.76,84.86,Safe
316147,1.66,20.19,1003.11,39.74,84.79,Safe
318167,1.66,20.19,1003.11,39.68,84.74,Safe
320187,1.66,20.19,1003.12,39.63,84.70,Safe
322207,1.66,20.19,1003.12,39.63,84.69,Safe
324227,1.66,20.19,1003.12,39.62,84.66,Safe
326247,1.66,20.19,1003.12,39.65,84.64,Safe
328267,1.66,20.19,1003.13,39.68,84.61,Safe
330287,1.66,20.19,1003.13,39.71,84.58,Safe
332309,1.66,20.19,1003.13,39.69,84.63,Safe
334329,1.66,20.19,1003.12,39.71,84.71,Safe
336349,1.66,20.19,1003.12,39.74,84.72,Safe
338369,1.66,20.19,1003.11,39.71,84.73,Safe
340389,1.66,20.19,1003.11,39.75,84.73,Safe
342409,1.66,20.19,1003.12,39.74,84.71,Safe
344429,1.66,20.19,1003.12,39.79,84.71,Safe
346449,1.66,20.19,1003.12,39.80,84.71,Safe
348469,1.66,20.19,1003.11,39.80,84.73,Safe
350489,1.66,20.19,1003.11,39.79,84.73,Safe
352509,1.66,20.19,1003.11,39.75,84.73,Safe
354531,1.66,20.19,1003.11,39.74,84.73,Safe
356551,1.66,20.19,1003.11,39.79,84.74,Safe
358571,1.66,20.19,1003.11,39.80,84.73,Safe
360591,1.66,20.19,1003.11,39.80,84.73,Safe
362611,1.66,20.19,1003.11,39.77,84.79,Safe
364631,1.66,20.19,1003.11,39.71,84.76,Safe
366651,1.66,20.19,1003.11,39.71,84.73,Safe
368671,1.66,20.19,1003.12,39.71,84.72,Safe
370691,1.66,20.19,1003.12,39.68,84.69,Safe
372711,1.66,20.19,1003.13,39.63,84.63,Safe
374731,1.66,20.19,1003.13,39.62,84.61,Safe
376751,1.66,20.19,1003.12,39.59,84.65,Safe
378779,1.66,20.19,1003.13,39.57,84.63,Safe
380799,1.66,20.19,1003.13,39.58,84.62,Safe
382819,1.66,20.18,1003.12,39.59,84.65,Safe
384839,1.66,20.18,1003.13,39.59,84.63,Safe
386859,1.66,20.18,1003.12,39.59,84.66,Safe
388877,1.66,20.18,1003.12,39.60,84.67,Safe
390895,1.66,20.18,1003.12,39.61,84.67,Safe
392913,1.66,20.18,1003.12,39.61,84.70,Safe
394931,1.66,20.18,1003.12,39.61,84.68,Safe
396949,1.66,20.17,1003.12,39.61,84.68,Safe
398967,1.66,20.17,1003.12,39.63,84.67,Safe
400985,1.66,20.17,1003.12,39.64,84.69,Safe
403005,1.66,20.17,1003.12,39.64,84.69,Safe
405023,1.66,20.17,1003.12,39.63,84.72,Safe
407041,1.66,20.17,1003.12,39.66,84.71,Safe
409059,1.66,20.17,1003.12,39.64,84.69,Safe
411077,1.66,20.17,1003.11,39.66,84.73,Safe
413095,1.66,20.17,1003.11,39.65,84.73,Safe
415113,1.66,20.17,1003.11,39.66,84.74,Safe
417131,1.66,20.17,1003.12,39.66,84.68,Safe
419149,1.66,20.17,1003.12,39.66,84.68,Safe
421167,1.66,20.17,1003.12,39.65,84.69,Safe
423185,1.66,20.17,1003.12,39.66,84.64,Safe
425205,1.66,20.17,1003.12,39.65,84.66,Safe
427223,1.66,20.17,1003.12,39.65,84.67,Safe
429241,1.66,20.17,1003.12,39.64,84.67,Safe
431259,1.66,20.17,1003.12,39.64,84.70,Safe
433277,1.66,20.18,1003.12,39.64,84.66,Safe
435295,1.66,20.18,1003.12,39.64,84.65,Safe
437313,1.66,20.18,1003.13,39.63,84.63,Safe
439331,1.66,20.18,1003.13,39.63,84.63,Safe
441349,1.66,20.18,1003.13,39.61,84.56,Safe
443367,1.66,20.18,1003.13,39.60,84.59,Safe
445385,1.66,20.18,1003.13,39.58,84.58,Safe
447403,1.66,20.18,1003.14,39.55,84.54,Safe
449423,1.66,20.18,1003.14,39.57,84.55,Safe
451441,1.66,20.18,1003.13,39.54,84.57,Safe
453459,1.66,20.19,1003.14,39.53,84.53,Safe
455477,1.66,20.19,1003.14,39.53,84.52,Safe
457495,1.66,20.19,1003.14,39.53,84.52,Safe
459513,1.66,20.19,1003.14,39.52,84.50,Safe
461531,1.66,20.19,1003.14,39.52,84.49,Safe
463549,1.66,20.19,1003.14,39.51,84.50,Safe
465567,1.66,20.19,1003.14,39.49,84.50,Safe
467585,1.66,20.19,1003.14,39.47,84.49,Safe
469603,1.66,20.19,1003.14,39.46,84.52,Safe
471621,1.66,20.19,1003.14,39.47,84.51,Safe
473641,1.66,20.19,1003.15,39.46,84.47,Safe
475659,1.66,20.19,1003.15,39.46,84.47,Safe
477677,1.66,20.19,1003.15,39.46,84.47,Safe
479695,1.66,20.20,1003.14,39.46,84.48,Safe
481713,1.66,20.20,1003.15,39.46,84.46,Safe
483731,1.66,20.20,1003.14,39.48,84.49,Safe
485749,1.66,20.20,1003.14,39.48,84.48,Safe
487767,1.66,20.20,1003.15,39.46,84.46,Safe
489785,1.66,20.20,1003.14,39.47,84.49,Safe
491803,1.66,20.20,1003.14,39.47,84.51,Safe
493821,1.66,20.20,1003.14,39.51,84.49,Safe
495841,1.66,20.20,1003.15,39.49,84.45,Safe
497859,1.66,20.20,1003.15,39.51,84.39,Safe
499877,1.66,20.20,1003.16,39.51,84.38,Safe
501895,1.66,20.20,1003.16,39.52,84.34,Safe
503913,1.66,20.20,1003.16,39.52,84.34,Safe
505966,1.66,20.20,1003.17,39.52,84.27,Safe
507984,1.66,20.20,1003.17,39.51,84.29,Safe
510002,1.66,20.20,1003.17,39.50,84.29,Safe
512020,1.66,20.20,1003.16,39.48,84.34,Safe
514038,1.66,20.20,1003.15,39.47,84.39,Safe
516056,1.66,20.20,1003.15,39.48,84.44,Safe
518074,1.66,20.20,1003.15,39.47,84.45,Safe
520094,1.66,20.20,1003.15,39.47,84.45,Safe
522112,1.66,20.20,1003.15,39.47,84.46,Safe
524130,1.66,20.20,1003.14,39.50,84.49,Safe
526148,1.66,20.20,1003.14,39.48,84.49,Safe
528166,1.66,20.20,1003.14,39.50,84.50,Safe
530184,1.66,20.20,1003.14,39.50,84.52,Safe
532202,1.66,20.21,1003.14,39.48,84.50,Safe
534220,1.66,20.21,1003.14,39.50,84.51,Safe
536238,1.66,20.21,1003.14,39.50,84.52,Safe
538256,1.66,20.21,1003.14,39.48,84.52,Safe
540274,1.66,20.21,1003.14,39.48,84.50,Safe
542294,1.66,20.21,1003.14,39.47,84.49,Safe
544312,1.66,20.21,1003.14,39.47,84.51,Safe
546330,1.66,20.21,1003.14,39.48,84.50,Safe
548348,1.66,20.21,1003.15,39.50,84.47,Safe
550366,1.66,20.21,1003.15,39.48,84.43,Safe
552384,1.66,20.21,1003.15,39.48,84.47,Safe
554402,1.66,20.21,1003.15,39.50,84.45,Safe
556420,1.66,20.21,1003.14,39.47,84.52,Safe
558438,1.66,20.21,1003.14,39.48,84.52,Safe
560456,1.66,20.21,1003.14,39.48,84.52,Safe
562474,1.66,20.21,1003.14,39.50,84.47,Safe
564492,1.66,20.21,1003.14,39.48,84.49,Safe
566518,1.66,20.21,1003.14,39.50,84.50,Safe
568536,1.66,20.21,1003.14,39.48,84.49,Safe
570554,1.66,20.21,1003.14,39.47,84.47,Safe
572572,1.66,20.21,1003.14,39.47,84.49,Safe
574590,1.66,20.21,1003.14,39.48,84.47,Safe
576608,1.66,20.21,1003.14,39.47,84.50,Safe
578626,1.66,20.21,1003.14,39.48,84.52,Safe
580644,1.66,20.21,1003.14,39.48,84.50,Safe
582662,1.66,20.21,1003.14,39.48,84.52,Safe
584680,1.66,20.21,1003.14,39.48,84.50,Safe
586698,1.66,20.21,1003.14,39.48,84.47,Safe
588716,1.66,20.21,1003.15,39.47,84.46,Safe
590736,1.66,20.21,1003.15,39.47,84.45,Safe
592754,1.66,20.21,1003.15,39.47,84.43,Safe
594772,1.66,20.21,1003.15,39.47,84.42,Safe
596790,1.66,20.21,1003.15,39.47,84.45,Safe
598808,1.66,20.21,1003.15,39.45,84.45,Safe
600826,1.66,20.21,1003.15,39.45,84.42,Safe
602844,1.66,20.21,1003.15,39.45,84.43,Safe
604862,1.66,20.21,1003.15,39.45,84.45,Safe
606880,1.66,20.21,1003.15,39.45,84.46,Safe
608898,1.66,20.21,1003.14,39.44,84.47,Safe
610916,1.66,20.21,1003.15,39.45,84.46,Safe
612936,1.66,20.21,1003.15,39.44,84.44,Safe
614954,1.66,20.21,1003.15,39.44,84.42,Safe
616972,1.66,20.21,1003.15,39.44,84.42,Safe
618990,1.66,20.21,1003.15,39.42,84.46,Safe
621008,1.66,20.21,1003.15,39.44,84.46,Safe
623026,1.66,20.21,1003.14,39.44,84.47,Safe
625044,1.66,20.21,1003.15,39.44,84.42,Safe
627062,1.66,20.21,1003.15,39.44,84.42,Safe
629080,1.66,20.21,1003.15,39.42,84.42,Safe
631098,1.66,20.21,1003.15,39.44,84.42,Safe
633116,1.66,20.21,1003.14,39.44,84.49,Safe
635134,1.66,20.21,1003.14,39.44,84.47,Safe
637154,1.66,20.21,1003.15,39.44,84.44,Safe
639172,1.66,20.21,1003.15,39.41,84.44,Safe
641190,1.66,20.21,1003.15,39.44,84.42,Safe
643208,1.66,20.21,1003.15,39.42,84.41,Safe
645226,1.66,20.21,1003.15,39.40,84.45,Safe
647244,1.66,20.21,1003.15,39.40,84.40,Safe
649262,1.66,20.21,1003.15,39.40,84.40,Safe
651280,1.66,20.21,1003.15,39.41,84.43,Safe
653298,1.66,20.21,1003.15,39.41,84.43,Safe
655316,1.66,20.21,1003.15,39.39,84.43,Safe
657334,1.66,20.21,1003.15,39.39,84.45,Safe
659352,1.66,20.21,1003.15,39.40,84.45,Safe
661372,1.66,20.21,1003.15,39.39,84.45,Safe
663390,1.66,20.21,1003.14,39.40,84.50,Safe
665408,1.66,20.21,1003.14,39.39,84.52,Safe
667426,1.66,20.21,1003.14,39.39,84.52,Safe
669444,1.66,20.21,1003.14,39.39,84.51,Safe
671462,1.66,20.21,1003.14,39.38,84.52,Safe
673480,1.66,20.21,1003.14,39.39,84.54,Safe
675498,1.66,20.21,1003.14,39.36,84.52,Safe
677516,1.66,20.21,1003.14,39.39,84.48,Safe
679534,1.66,20.21,1003.15,39.38,84.45,Safe
681552,1.66,20.21,1003.15,39.38,84.42,Safe
683572,1.66,20.21,1003.15,39.40,84.41,Safe
685590,1.66,20.21,1003.15,39.38,84.41,Safe
687608,1.66,20.21,1003.15,39.40,84.41,Safe
689626,1.66,20.20,1003.15,39.40,84.45,Safe
691644,1.66,20.20,1003.15,39.39,84.46,Safe
693662,1.66,20.20,1003.15,39.37,84.45,Safe
695680,1.66,20.20,1003.15,39.34,84.45,Safe
697698,1.66,20.20,1003.15,39.37,84.42,Safe
699716,1.66,20.20,1003.15,39.36,84.44,Safe
701734,1.66,20.20,1003.15,39.34,84.41,Safe
703752,1.66,20.20,1003.15,39.35,84.41,Safe
705770,1.66,20.20,1003.16,39.35,84.38,Safe
707790,1.66,20.20,1003.16,39.39,84.36,Safe
709808,1.66,20.20,1003.16,39.39,84.36,Safe
711826,1.66,20.20,1003.15,39.40,84.40,Safe
713844,1.66,20.20,1003.16,39.39,84.39,Safe
715862,1.66,20.20,1003.15,39.40,84.40,Safe
717880,1.66,20.20,1003.16,39.40,84.39,Safe
719898,1.66,20.20,1003.16,39.40,84.37,Safe
721916,1.66,20.20,1003.16,39.40,84.34,Safe
723934,1.66,20.20,1003.16,39.39,84.33,Safe
725952,1.66,20.20,1003.16,39.36,84.34,Safe
727970,1.66,20.20,1003.16,39.39,84.32,Safe
729988,1.66,20.20,1003.16,39.45,84.32,Safe
732008,1.66,20.20,1003.17,39.37,84.30,Safe
734026,1.66,20.20,1003.17,39.35,84.27,Safe
736044,1.66,20.20,1003.17,39.37,84.29,Safe
738062,1.66,20.20,1003.16,39.36,84.31,Safe
740080,1.66,20.20,1003.17,39.35,84.29,Safe
742098,1.66,20.20,1003.17,39.36,84.28,Safe
744116,1.66,20.19,1003.16,39.34,84.33,Safe
746134,1.66,20.19,1003.16,39.35,84.33,Safe
748152,1.66,20.19,1003.16,39.35,84.34,Safe
750170,1.66,20.19,1003.16,39.33,84.36,Safe
752214,1.66,20.19,1003.16,39.34,84.37,Safe
754240,1.66,20.19,1003.15,39.32,84.41,Safe
756258,1.66,20.19,1003.16,39.34,84.38,Safe
758276,1.66,20.19,1003.16,39.34,84.35,Safe
760294,1.66,20.19,1003.16,39.32,84.31,Safe
762312,1.66,20.19,1003.17,39.31,84.28,Safe
764330,1.66,20.19,1003.17,39.32,84.25,Safe
766348,1.66,20.19,1003.17,39.34,84.25,Safe
768366,1.66,20.19,1003.17,39.34,84.22,Safe
770384,1.66,20.19,1003.17,39.31,84.24,Safe
772402,1.66,20.19,1003.18,39.34,84.19,Safe
774420,1.66,20.19,1003.18,39.34,84.19,Safe
776438,1.66,20.19,1003.18,39.32,84.22,Safe
778458,1.66,20.19,1003.18,39.31,84.19,Safe
780476,1.66,20.19,1003.18,39.31,84.17,Safe
782494,1.66,20.19,1003.18,39.31,84.16,Safe
784512,1.66,20.19,1003.18,39.32,84.16,Safe
786530,1.66,20.19,1003.18,39.30,84.15,Safe
788548,1.66,20.19,1003.18,39.31,84.18,Safe
790566,1.66,20.19,1003.18,39.30,84.16,Safe
792584,1.66,20.19,1003.18,39.32,84.15,Safe
794602,1.66,20.19,1003.19,39.32,84.13,Safe
796620,1.66,20.19,1003.19,39.34,84.13,Safe
798638,1.66,20.19,1003.19,39.34,84.11,Safe
800658,1.66,20.19,1003.19,39.31,84.09,Safe
802676,1.66,20.18,1003.19,39.32,84.13,Safe
804694,1.66,20.18,1003.19,39.32,84.11,Safe
806712,1.66,20.19,1003.20,39.32,84.05,Safe
808730,1.66,20.18,1003.19,39.34,84.08,Safe
810748,1.66,20.18,1003.19,39.31,84.10,Safe
812766,1.66,20.18,1003.19,39.32,84.08,Safe
814784,1.66,20.18,1003.19,39.31,84.10,Safe
816802,1.66,20.18,1003.19,39.32,84.07,Safe
818820,1.66,20.18,1003.20,39.31,84.04,Safe
820838,1.66,20.18,1003.19,39.30,84.06,Safe
822856,1.66,20.18,1003.20,39.29,84.05,Safe
824876,1.66,20.18,1003.20,39.29,84.03,Safe
826894,1.66,20.18,1003.20,39.29,84.05,Safe
828912,1.66,20.18,1003.20,39.30,84.03,Safe
830930,1.66,20.18,1003.20,39.30,84.03,Safe
832948,1.66,20.18,1003.20,39.31,84.02,Safe
834966,1.66,20.18,1003.19,39.32,84.07,Safe
836984,1.66,20.18,1003.19,39.31,84.08,Safe
839002,1.66,20.18,1003.19,39.32,84.06,Safe
841020,1.66,20.18,1003.20,39.31,84.02,Safe
843038,1.66,20.18,1003.20,39.32,84.04,Safe
845056,1.66,20.18,1003.19,39.31,84.06,Safe
847074,1.66,20.18,1003.19,39.32,84.06,Safe
849094,1.66,20.18,1003.20,39.31,84.04,Safe
851112,1.66,20.18,1003.20,39.30,84.04,Safe
853130,1.66,20.18,1003.20,39.31,84.04,Safe
855148,1.66,20.18,1003.20,39.29,84.01,Safe
857166,1.66,20.18,1003.20,39.30,84.00,Safe
859184,1.66,20.18,1003.20,39.26,84.01,Safe
861202,1.66,20.18,1003.20,39.28,83.99,Safe
863220,1.66,20.18,1003.21,39.28,83.96,Safe
865238,1.66,20.18,1003.21,39.28,83.94,Safe
867256,1.66,20.18,1003.21,39.26,83.94,Safe
869274,1.66,20.18,1003.21,39.25,83.92,Safe
871294,1.66,20.18,1003.21,39.26,83.92,Safe
873312,1.66,20.18,1003.21,39.25,83.91,Safe
875330,1.66,20.18,1003.21,39.25,83.89,Safe
877348,1.66,20.17,1003.21,39.25,83.91,Safe
879366,1.66,20.17,1003.21,39.25,83.91,Safe
881384,1.66,20.17,1003.21,39.26,83.90,Safe
883402,1.66,20.17,1003.21,39.25,83.92,Safe
885420,1.66,20.17,1003.21,39.24,83.90,Safe
887438,1.66,20.17,1003.21,39.26,83.90,Safe
889456,1.66,20.17,1003.21,39.25,83.89,Safe
891474,1.66,20.17,1003.21,39.25,83.92,Safe
893492,1.66,20.17,1003.20,39.27,84.00,Safe
895512,1.66,20.17,1003.20,39.24,84.01,Safe
897530,1.66,20.17,1003.20,39.27,83.98,Safe
899548,1.66,20.17,1003.20,39.29,84.03,Safe
901566,1.66,20.17,1003.20,39.27,84.04,Safe
903584,1.66,20.17,1003.20,39.27,84.04,Safe
905602,1.66,20.17,1003.20,39.27,84.04,Safe
907620,1.66,20.17,1003.20,39.27,84.03,Safe
909638,1.66,20.17,1003.20,39.25,84.04,Safe
911656,1.66,20.17,1003.20,39.27,84.03,Safe
913674,1.66,20.17,1003.20,39.27,84.03,Safe
915692,1.66,20.17,1003.20,39.25,83.98,Safe
917710,1.66,20.17,1003.20,39.25,83.98,Safe
919730,1.66,20.17,1003.20,39.25,84.00,Safe
921747,1.66,20.17,1003.20,39.24,84.04,Safe
923764,1.66,20.17,1003.20,39.24,84.04,Safe
925781,1.66,20.17,1003.19,39.24,84.07,Safe
927798,1.66,20.17,1003.19,39.25,84.09,Safe
929815,1.66,20.17,1003.19,39.38,84.09,Safe
931832,1.66,20.16,1003.19,39.24,84.12,Safe
933849,1.66,20.16,1003.19,39.24,84.11,Safe
935866,1.66,20.16,1003.19,39.24,84.11,Safe
937883,1.66,20.16,1003.19,39.25,84.10,Safe
939900,1.66,20.16,1003.19,39.22,84.10,Safe
941926,1.66,20.16,1003.19,39.25,84.10,Safe
943944,1.66,20.16,1003.19,39.26,84.10,Safe
945962,1.66,20.16,1003.19,39.26,84.08,Safe
947980,1.66,20.16,1003.19,39.26,84.13,Safe
949998,1.66,20.16,1003.19,39.26,84.10,Safe
952016,1.66,20.16,1003.19,39.24,84.12,Safe
954052,1.66,20.16,1003.19,39.25,84.12,Safe
956070,1.66,20.16,1003.19,39.25,84.13,Safe
958088,1.66,20.16,1003.19,39.24,84.10,Safe
960106,1.66,20.16,1003.20,39.25,84.05,Safe
962124,1.66,20.16,1003.20,39.24,83.98,Safe
964142,1.66,20.16,1003.20,39.24,83.98,Safe
966162,1.66,20.16,1003.21,39.25,83.96,Safe
968180,1.66,20.16,1003.21,39.25,83.92,Safe
970198,1.66,20.16,1003.21,39.24,83.90,Safe
972216,1.66,20.16,1003.22,39.24,83.88,Safe
974234,1.66,20.16,1003.21,39.24,83.90,Safe
976252,1.66,20.16,1003.22,39.22,83.88,Safe
978270,1.66,20.16,1003.21,39.25,83.90,Safe
980288,1.66,20.16,1003.20,39.26,83.98,Safe
982306,1.66,20.16,1003.20,39.25,84.00,Safe
984324,1.66,20.16,1003.20,39.25,84.01,Safe
986342,1.66,20.16,1003.20,39.24,84.01,Safe
988360,1.66,20.16,1003.20,39.24,84.03,Safe
990380,1.66,20.16,1003.20,39.21,84.05,Safe
992398,1.66,20.16,1003.19,39.22,84.10,Safe
994416,1.66,20.16,1003.19,39.25,84.10,Safe
996467,1.66,20.16,1003.18,39.24,84.14,Safe
998485,1.66,20.16,1003.18,39.22,84.15,Safe
1000503,1.66,20.16,1003.18,39.22,84.15,Safe
1002521,1.66,20.16,1003.18,39.24,84.14,Safe
